,specialty,links,question,answer
142,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cai-thien-suc-khoe-sinh-ly-nam-gioi,"Chào các bác sĩ !!! em là nam em 27t, em muốn nhờ các bác sĩ tư vấn cho em 1 sản phẩm hỗ trợ sức khỏe sinh lý nam ạ, em muốn cải thiện thời gian ""lâu ra"" một chút mà em không biết sản phẩm nào trên thị trường phù hợp với lứa tuổi của em, mong các bác sĩ tư vấn giúp em với, em xin cảm ơn ạ. ","Cảm ơn bạn đã gửi câu hỏi tới các bs, câu hỏi khá thường gặp. Bản lĩnh đàn ông, sức khỏe nam giới... có lẽ luôn là chủ đề hot. Việc nâng cao bản lĩnh phái mạnh có lẽ là nhu câu tất yếu của cuộc sống không chỉ với anh em mà cả đối với chị em phụ nữ. Tuy nhiên câu hỏi đặt ra là khi nào cần nâng cao bản lĩnh và nâng cao như thế nào thì không phải ai cũng tìm được câu trả lời. Có lẽ chính vì lẽ đó mà có quá nhiều câu chuyện dỡ khóc dỡ cười hàng ngày. Việc nâng cao bản lĩnh phụ thuộc vào rất nhiều yếu tố, chẳng hạn như một thanh niên trẻ khỏe sẽ khác với một trung niên xế chiều. Hay như một nam giới có vợ, có đối tác quan hệ ộn định sẽ khác với một bạn mới chỉ có người yêu, không có đối tác ổn định. Và cả công việc nữa, một anh giám đốc công ty lớn không thể bắt anh ta chăm chỉ luyện tập thể dục hàng ngày để nâng cao bản lĩnh, trong khi anh nông dân thì không thể khuyên anh ta chế độ ăn uống giàu đạm hải sản được. Ngay cả với bạn tình, nhu cầu của bạn tình cũng cần được xem xét kĩ lưỡng, có những bạn 10p là đủ nhưng có những bạn cần ở nam giới không phải là 10 mà có thể 20 hay 30 phút. Ngoài ra việc bổ sung cũng cần phù hợp, bổ sung bừa bãi không khoa học sẽ gây hậu quả khó lường. Hi vong có dịp trao đổi và tư vấn cho bạn kĩ hơn trước khi đưa ra câu trả lời cho bạn là dùng gì."
143,Chủ đề nổi bật,https://edoctor.io/hoi-dap/co-nen-uong-gian-cach-thuoc-trong-24gio-khong,"Tôi nam, 66t. tôi vừa bị rối loạn cương vừa bị rối loạn lo âu. Tôi có đi khám bác sĩ Nam khoa, cho toa thuốc: genshu ngày/2v. Gold lever, ngày/1v. Aspirin81 ngày/1v, uống lúc 8g sáng . Bác sĩ tâm thần kinh cho : amitriptiline, axionyl, dogmatine và ginko . ngày 1v uống lúc 20 giờ. Nhưng khi tôi uống theo lịch trên thì bị tương tác thuốc nên không cương được . Vậy xin Bác Sĩ cho tôi được hỏi : tôi uống rối loạn lo âu cách 24 g rồi uống rối loạn cương , như vậy có được không . Lúc ấy thuốc rối loạn cương có tác dụng không ạ! Xin bác sĩ vui lòng tư vấn giúp cho . Cám ơn bác sĩ nhiều.","Cảm ơn bác đã gửi câu hỏi tới các bs. Câu hỏi rất hay và thú vị. Về trường hợp của bác ưu tiên điều trị rối loạn lo âu. Tuy nhiên câu hỏi đặt ra là uống thuốc như thế nào? Việc uống hai loại thuốc này sẽ tương tác với nhau là không phải bàn cãi. Việc của mình là cố gắng làm giảm tương tác với nhau mà thôi. Việc uống cách xa nhau sẽ làm giảm được tương tác nhưng cũng không thể quá cách xa nhau vì như vậy sẽ làm giảm hiệu quả điều trị của thuốc lên bệnh đang điều trị. Trường hợp của bác, bs khuyên bác nên tham khảo ý kiến của bs đang điều trị cho bác. Vì các bs đó mới biết cụ thể mức độ bệnh tình của bác. Chúc bác thật nhiều sức khỏe"
144,Chủ đề nổi bật,https://edoctor.io/hoi-dap/viem-ta-trang-xung-huyet-phu-ne-nen-uong-thuoc-gi-khi-khong-the-den-benh-vien-vi-dich,"Tôi ở Phủ Giáo Bình Dương chỗ ở vùng đỏ nên không đi bệnh viện được, tôi bị viêm tá trang xưng quyết phù nề  mức độ vừa, bệnh trên hay bị trào ngược gây ra ngứa cổ và bị ho vậy kính xin bác sĩ kê cho tôi toa thuốc  đặt trị, thành thật cảm ơn bác sĩ nhiều. ","Chào chú, chú nên hạn chế thức ăn chua cay, thực phẩm nhiều gia vị như gừng, hạt tiêu vì chúng có tính nóng, dễ kích ứng dạ dày. Ngoài ra chú nên ngủ trước 23 giờ hàng ngày và hạn chế stress (nếu có thể), không mặc quần áo chật, không dùng các chất kích thích như rượu, bia, cafe, thuốc lá và đồ uống có gas. Nếu hiện tại chú chưa đi khám được do dịch chú có thể liên hệ chat trực tiếp với bác sĩ edoctor để được hỗ trợ nha. Chúc chú nhiều sức khỏe!"
145,Chủ đề nổi bật,https://edoctor.io/hoi-dap/benh-cap-tinh-co-duoc-tiem-vaccine-khong,"Chào bác sĩ. Hiện cháu 22 tuổi và cháu đã tiêm vaccine vào sáng nay, nhưng trước khi tiên cháu có dấu hiệu cảm nhẹ (chỉ là thở hơi nóng một ít vùng mũi phải), còn lại người khoẻ, không mệt mỏi, đo thân nhiệt cũng bình thường. Khi khám sàng lọc bác sĩ cũng cho tiêm bình thường, nhưng cháu lo là không biết liệu cháu cảm nhẹ có ảnh hưởng gì đến chất lượng vaccine khi tiêm vào cơ thể không ạ? Do cháu đọc vài thông tin thì mắc bệnh cấp tính thì không nên tiêm. Cháu cảm ơn ạ.","Chào em. Việc bị cảm nhẹ hay mắc bệnh nền gì đều không ảnh hưởng đến chất lượng mũi tiêm cả. Cơ chế vaccine vào cơ thể cần phải có sự hoạt động của hệ miễn dịch, hoạt động rất từ từ, kéo dài ít nhất 2-3 tuần. Nên em không cần phải lo quá về chất lượng mũi tiêm khi đang bị cảm nhé.
Thân mến !"
146,Chủ đề nổi bật,https://edoctor.io/hoi-dap/bi-rat-luoi-khi-an-uong-noi-chuyen-co-phai-da-bi-loet-luoi-apthae,Chào bác sĩ em bị rát lưỡi khi ăn uống nói chuyện như hình vậy có phải loét lưỡi apthae không bác sĩ hay là dấu hiệu ung thư lưỡi vậy ạ đau rát 3 hôm rồi ạ ngậm muối sát muối vào vẩn không hết ạ. Vậy đây có thể là bệnh gì ạ? Em không hút thuốc lá không rượu bia nhưng vẫn bị vậy có cách nào khỏi nhanh không ạ,"Chào bạn. Theo hình và mô tả, mới 3 ngày thôi, thì ta gọi là bệnh apthus miệng, hay dân gian gọi là lở miệng. Không nên ngậm nước muối vì tính sát thương mô lưỡi mạnh. Bạn có thể ra tiệm thuốc mua gói Oralcortia để chấm vào vết thương. Vết lở phải sau 7 ngày mới giảm và khỏi bệnh.
Ung thư lưỡi rất hiếm gặp, và triệu chứng của nó là loét kéo dài cả tháng ở 1 vị trí, khi đó mới nghĩ tới nhé. 3 ngày thì đừng nên nghĩ tới ung thư, làm cho lo lắng mà thêm bệnh.
Thân mến !"
147,Chủ đề nổi bật,https://edoctor.io/hoi-dap/vua-khoi-sot-xuat-huyet-co-tiem-vaccine-covid-19-duoc-khong,"Chào bác sĩ!
Mẹ em mới bị sốt xuất huyết hạ tiểu cầu khỏi được 1 tuần vậy có tiêm được vacxin covid -19 k ạ?",chào em. Sau 1 tuần là tiểu cầu bắt đầu hồi phục trong bệnh sốt xuất huyết rồi. Nếu tiêm mũi 2 thì tiếp tục đi tiêm không cần kiêng cữ gì nhé. Nếu sức khỏe chưa hồi phục thì chờ thêm 3-5 ngày nữa cho hồi phục rồi đi. 
148,Chủ đề nổi bật,https://edoctor.io/hoi-dap/sau-khi-sinh-xong-thuong-xuyen-dau-bung-va-non-ra-co-phai-dau-hieu-nguy-hiem,Xin chào bác sĩ: Cho em hỏi bác sĩ vợ em mới đẻ về 4 ngày. Sau khi về nhà vợ em rất đau vùng bụng và ăn vô thì bị nôn ra. Xin hỏi bác sĩ như vậy có nguy hiểm không và có cần uống thuốc gì thêm không bác sĩ. Vợ em 29tuổi. Xin bác sĩ tư vấn giúp em ạ,"Chào bạn.
1. Sau khi sinh xuất viện về nhà, nếu có bất thường bạn nên đưa vợ tái khám lại để Bác sĩ có hướng giải quyết tìm nguyên nhân.
2. Sau sinh phụ nữ mất sức khá nhiều, bạn vẫn tiếp tục bổ sung sắt và canxi cho vợ bạn. Ăn uống đảm bảo vệ sinh và đầy đủ chất để không ảnh hưởng đến tiêu hóa như đau bụng, dạ dày,...
3. Vệ sinh hậu sản cũng rất quan trọng để tránh nhiễm khuẫn gây ảnh hưởng sức khỏe người phụ nữ.
Chúc gia đình sức khỏe!"
149,Chủ đề nổi bật,https://edoctor.io/hoi-dap/trieu-chung-hau-covid-19,"Chao bác sĩ
Em nam nay 31tuoi
Em bị f0 cách đây 2 tháng, đã điều tri khỏi, nhưng từ lúc bị tới gio vẫn bị đờm nhiêu và ho không hết. nhơ bác si tư vấn. ","Chào bạn,
Hơn 50% bệnh nhân sau Covid 19 có thể có triệu chứng hậu Covid, mà nhiều nhất là ho, có thể kéo dài 3-6 tháng. Cố gắng ăn uống đủ chất, tập thể dục, súc miệng nước muối, có thể uống thuốc long đàm thôi bạn. Nếu thấy tức ngực khó thở có thể kiểm tra thêm ở trung tâm y tế gần nhất. 
Chúc bạn mau khoẻ. Thân. "
150,Chủ đề nổi bật,https://edoctor.io/hoi-dap/lam-gi-khi-mat-ngu,"Chào bác sĩ, giấc ngủ quan trọng với toàn bộ cơ thể, ngủ đủ giấc để cơ thể được phục hồi, mà do em bị mất ngủ nên cơ thể không được phục hồi, em thấy tình trạng này bị lâu rồi, bị từ lúc em còn đang đi học, Lúc đó em 14, 15 tuổi, bây giờ em 31 tuổi, bị như vậy được 16 năm rồi, lúc đó em có dấu hiệu bị yếu tinh thần và tâm lý từ lúc đi học mà chưa khắc phục cho đến bây giờ, em không biết là do áp lực học tập lúc đó hay sao, lúc đó em ngủ nghỉ không đúng giờ giấc, em làm nhiều cách rồi mà không khắc phục được giấc ngủ của em, ăn uống, vận động, sinh hoạt, nghỉ ngơi, em thấy tình trạng này cứ kéo dài, làm thế nào để khắc phục được ngay","Chào em
Đúng là giấc ngủ cực kỳ cần thiết để cho cơ thể phát triển và thích nghi với môi trường sống và giấc ngủ của mỗi người phải được xem như một tiêu chuẩn bắt buộc để đánh giá chất lượng của cuộc sống
Nếu em đã làm nhiều cách mà không khắc phục được tình trạng mất ngủ thì em nên đi khám chuyên khoa Tâm thần để được khám và làm các xét nghiệm cần thiết xác định nguyên nhân vì rối loạn giấc ngủ có thể là triệu chứng của bệnh mất ngủ tiên phát hoặc là triệu chứng trong các bệnh lý khác. Khi tìm được nguyên nhân thì mới có hướng xử lý phù hợp được.
Hoặc em cũng có thể chọn hình thức chat với bác sĩ để được tư vấn cụ thể hơn nhé.
Thân mến! "
151,Chủ đề nổi bật,https://edoctor.io/hoi-dap/lam-sao-de-khac-phuc-guong-mat-gia-truoc-tuoi,"Chào bác sĩ, cháu năm nay 19 tuổi, không hiểu sao khuôn mặt cháu lại trông già trước tuổi, nhìn như ngoài 30 vậy. Cho cháu hỏi có cách nào khắc phục chứng lão hóa không ạ","Chào cháu
Ở tuổi cháu, nếu có một khuôn mặt nhìn già hơn so với tuổi có thể do nhiều nguyên nhân, ví dụ như chế độ ăn uống không lành mạnh, tiêu thụ quá nhiều thực phẩm chế biến sẵn, nhiều dầu mỡ, nhiều đường, nhiều chất kích thích... Ngoài ra, các yếu tố như lười vận động, chất lượng giấc ngủ kém, sử dụng các thiết bị điện tử trong một thời gian dài liên tục, uống không đủ nước, chăm sóc da không đúng cách... cũng làm cho một người trông già hơn so với tuổi thực của họ. Tuy nhiên, đó chỉ là hình thức, không liên quan gì đến chứng lão hóa cháu đề cập trong câu hỏi của mình.
Để tránh hiện tượng trông già trước tuổi, điều quan trọng là phải thay đổi thói quen sống, làm việc và nghỉ ngơi, từ bỏ những thói quen gây hại cho sức khỏe  để có một làn da khỏe mạnh và trẻ trung. Cháu cũng có thể xin tư vấn từ các chuyên gia thẩm mỹ để tìm cách khắc phục những nhược điểm trên khuôn mặt mình.
Thân mến! 
 "
152,Chủ đề nổi bật,https://edoctor.io/hoi-dap/be-hay-hat-hoi-co-the-la-dau-hieu-cua-viem-phoi,"Thưa bác sĩ, bé nhà em mới 26 ngày tuổi nay lúc lau người cho bé thì bé hắt hơi( kiểu khạc) ra đờm vậy hiện tượng thế là bình thường hay bất thường ạ, lúc ngủ cháu hay khục khặc kiểu khó thở như ngủ ngáy!","Chào bạn, cái này có thể là ít sữa ở họng kèm nước bọt bắn ra khi bé hắt hơi. Bạn cần kiểm tra nhịp thở của bé xem trong 1 phút bé thở bao nhiêu nhịp. Với trẻ 26 ngày tuổi mà nhịp thở >=60 lần/ phút thì bé thở nhanh và có khả năng bé bị viêm phổi nhé. Để yên tâm bạn nên đưa bé đến chuyên khoa Nhi để khám và điều trị nha. Chúc bé nhiều sức khỏe, hay ăn chóng lớn!"
153,Chủ đề nổi bật,https://edoctor.io/hoi-dap/chuong-hoi-day-bung-co-phai-roi-loan-tieu-hoa,"Em chào bác sĩ! Em năm nay 21 tuổi, giới tính nữ.
Dạo gần đầy em có xuất hiện các triệu chứng như: chướng bụng, đầy hơi, buồn nôn nóng rát dạ dày sau khi ăn, đau vùng bụng ngay rốn và trên rốn. Không cảm giác thấy đói, kèm đi ngoài màu đen. Cảm giác khó thở, thở dốc. Xin bác sĩ tư vấn giúp em và hướng điều trị với ạ. Em cảm ơn bác sĩ!","Chào em, theo như mô tả của em, hiện tại mình đang có vấn đề ở đường tiêu hóa, mà cụ thể là dạ dày. Thường hay gặp nhất là tình huống viêm loét dạ dày. Tuy nhiên, mình có đi tiêu phân đen, không loại trừ được tình trạng đang có xuất huyết rỉ rả tại dạ dày hoặc ngoài dạ dày. 
  Bác sĩ đề nghị mình mau chóng đến các bệnh viện có chuyên khoa tiêu hóa để được thăm khám và làm các cận lâm sàng cần thiết, nhằm chẩn đoán và điều trị chính xác.
  Hiện tại việc đi lại, khám chữa bệnh đã thuận tiện hơn nhiều. Em thu xếp sớm nhé."
154,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tri-hoan-tiem-phong-benh-dai-co-anh-huong-den-suc-khoe-khong,"Em chào bác sĩ, em năm nay 20 tuổi , nay em vô tình bị chó cắn nhưng em có rửa vết thương qua nước và xịt cồn vào vết thương rồi ạ mà bây giờ tối em chưa đi tiêm phòng dại được vậy sáng sớm mai em đi tiêm có sao không bác sĩ , em lo quá ạ. Với lại cho em hỏi chi phí tiêm phòng dại là bao nhiêu ạ và mình tiêm mấy mũi và trong bao lâu ạ?","Chào bạn,
Tuỳ theo vị trí và mức độ nặng của vết thương. Nếu vết thương gần vùng đầu cổ, đầu ngón tay, nhiều vết thương, vết thương sâu… thì nên đi chích ngừa ngay để có thể xử trí đúng vết thương, tiêm ngừa dại và huyết thanh kháng độc tố và tiêm ngừa uốn ván . Ngược lại, bạn có thể trì hoãn trong vòng 24 tiếng. 
Phác đồ chích ngừa dại có 5 mũi vào ngày 0,3,7,14,28 sau bị chó cắn. 
Chi phí tiêm tuỳ từng đơn vị y tế, em nên liên hệ bỏi trước qua tổng đài của cơ sở gần nhất. 
Chúc em mau khoẻ. Thân. "
155,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tai-sao-phai-lam-xet-nghiem-lai-khi-da-co-ket-qua-xet-nghiem,"Dạ xin chào bác sĩ. cháu năm nay 31 đi khám thai bác sĩ chuẩn đoán bị mờ vai gáy 4,4mm và đã lam xét nghiệm nipt nhưng đến ngày đợi kết quả thi bác sĩ yêu cầu xét nghiệm lại. Cho cháu hỏi nguyên nhân là do lỗi xét nghiệm hay bác sĩ muốn kiểm tra thêm 1 lần nua để kết luận ạ. Cháu xin chân thành cảm ơn ạ. ","Chào bạn.
 Độ mờ vai gáy bạn đi siêu âm thai là 4.4mm là cao và nằm trong nhóm nguy cơ nên có thể vì cẩn thận Bác sĩ cho chỉ định làm lại để khẳng định chẩn đoán và tư vấn hướng giải quyết, còn quyền quyết định vẫn ở chổ bạn. Vấn đề bạn lo lắng lỗi do xét nghiệm không phải là không có tuy nhiên xác xuất rất rất thấp nha bạn, những kĩ thuật mới tiên tiến thì lỗi càng thấp.
Bạn nên làm theo hướng dẫn của Bác sĩ khám thai kì để có hướng giải quyết tốt nhất.
Chúc bạn sức khỏe!"
156,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tiem-vaccine-co-lam-anh-huong-den-chu-ky-kinh-nguyet,"Thưa bác sĩ,
Tôi năm nay 28 tuổi. Vào ngày 5/7 tôi bị sảy thai khi có thai lần đầu tiên, thai lưu, khi đó thai được tầm 5 tuần tuổi. Đến ngày 14/9 tôi có đi kiểm tra bao gồm xét nghiệm và siêu âm đầu dò thì không thấy dấu hiệu có thai, nên tôi đã đi tiêm vacxin covid verocell mũi 1. Lúc đó theo lịch tôi đã đến kỳ kinh nhưng không thấy. Sau đấy đến ngày 30/9 vì mãi chưa thấy có kinh nên tôi có dùng que thử thì vẫn 1 vạch. Đến ngày 07/10 là ngày phải tiêm mũi 2 nên tôi có thử lại thì phát hiện đã 2 vạch, lúc này đã là ngày thứ 53 kể từ kỳ kinh trước (bình thường kỳ kinh của tôi không đều, trung bình chu kỳ tầm 37 ngày). Tôi muốn hỏi liệu việc tiêm vacxin lần 1 có ảnh hưởng gì đến thai nhi không, và tôi cần chú ý gì trong quá trình mang thai ạ?
Tôi xin cảm ơn.","Chào bạn! Xin trả lời câu hỏi của bạn như sau, về vấn đề tiêm vaccine ở những người có thai thì cho tới nay tất cả quan điểm vẫn cho là an toàn đối với thai nhi, dù chưa có cơ sở khoa học đối với thai phụ mang thai dưới 13 tuần (đối tượng tạm hoãn tiêm của Bộ Y Tế) và với vaccine Sputnik V của Nga. Do vậy, dù mình bị trùng hợp thời gian tiêm vaccine với thời điểm thụ thai và mang thai những tuần đầu thì bạn không nên lo lắng quá và nên đi khám định kỳ cho thai nhi theo khuyến cáo. Nếu có bất thường đối với thai các bs sẽ có các chỉ định chuyênn sâu hơn. Trân trọng!"
157,Chủ đề nổi bật,https://edoctor.io/hoi-dap/cho-con-bu-thi-co-duoc-tiem-vaccine-covid-19-hay-khong,"Chào bác sĩ..
Tôi là nữ 25 tuổi..hiện, tôi đang cho con bú, bé đã được 12tháng tuổi. Bác sĩ cho tôi hỏi tôi đang cho con bú thì có nên tiêm ngừa covid 19 hay không. Nếu tiêm thì có ảnh hưởng gì tới bé hay không? Và tiêm loại vacxin của cuba thì có tác dụng phụ nhiều không..
xin cảm ơn",chào bạn ! hiện tại tại Bộ Y tế đã cho phép tiêm ngừa vacxin covid cho phụ nữ có thai sau 13 w và cho con bú . Do vậy bạn hãy liên hệ địa phương mình để được tư vấn cụ thể .
158,Chủ đề nổi bật,https://edoctor.io/hoi-dap/benh-ureaplasma-parvum-co-phai-benh-sui-mao-ga-khong,Bác sĩ cho em hỏi bệnh Ureaplasma parvum là bệnh gì ạ? Có phải bệnh sùi mào gà không ạ? Và có gây vô sinh và lây từ mẹ sang con không ạ? Em cảm ơn.,"Chào bạn, Ureaplasma parvum là loại vi khuẩn gây bệnh nhiễm trùng ở đường sinh dục và bệnh có thể chữa khỏi nếu dùng thuốc và điều trị kịp thời, Bạn nên đến chuyên khoa sản phụ khoa để khám và được điều trị sớm nhé. Ngoài ra bạn nên giữ vệ sinh đường sinh dục bằng cách vệ sinh trước và sau khi quan hệ để hạn chế nhiễm khuẩn và quan hệ tình dục an toàn nha. Chúc bạn nhiều sức khỏe!"
159,Chủ đề nổi bật,https://edoctor.io/hoi-dap/lo-nuot-nham-nuoc-xuc-mieng-co-anh-huong-den-su-phat-trien-cua-em-be-trong-bung,Hiện mình đang mang bầu 35 tuần bị viêm lợi hôm qua mình có mua nước súc miệng t-b traphaco  súc không may có nuốt 1 chút  không biết có ảnh hưởng đên sự phát triển của e bé không mình đang rất lo lắng 😥,"Chào bạn
1. Việc 1 chất hay tác nhân nào đó ảnh hưởng đến thai nhai nhiều nhất ở quý đầu tức đa phần dưới 13 tuần là nhiều. Còn lại thì những quý sau ít bị, đặc biệt là quý cuối bé đã hoàn thiện toàn bộ như bé của chị 35 tuần.
2. Hiện tại chị không nên lo lắng quá vì chỉ có 1 lượng ít qua đường tiêu hóa, chị nên theo dõi cử động thai hằng ngày và đi khám ngay khi giảm cử động hay có dấu hiệu bất thường, nên đi khám định kì theo lịch từ tuần 36 là khám hằng tuần.
Chúc chị và bé sức khỏe!"
160,Chủ đề nổi bật,https://edoctor.io/hoi-dap/thoat-vi-dia-dem-nen-dung-thuoc-loai-nao,"Xin chào bác sĩ. Tôi năm nay 54 tuổi, là nữ. 3 hôm nay tôi bị đau vùng lưng, rất khó chịu, đang đứng chỉ cằn khiễng chân lên 1 bên là nghe tiếng kêu lục cục ở sau lưng. trước đây tôi có chụp phim bị thoát vị l4,5. xin bác sĩ tư vấn dùm tôi và nên uống thuốc loại nào ạ? vì dịch tôi ngai ra bệnh viện khám. cảm ơn bác sĩ ạ.","chào bác, bác đã từng chụp MRI và biết rằng mình bị thoát vị L45, hiện nay bác có triệu chứng lục cục vùng lưng có nghĩa bác đã bị thoái hoá cột sống khá nặng kèm với thoát vị đĩa đệm.
Tuỳ theo mức độ thoát vị trên MRI mà bác sĩ sẽ tư vấn cho bác uống thuốc kèm vật lý trị liệu hay phải phẫu thuật. 
Với độ 1, 2 có thể uống thuốc và tập vật lý trị liệu. Độ 4 thì phải phẫu thuật mới có thể giảm được triệu chứng bệnh.
Do cần phải biết mức độ thoát vị trước khi quyết định cho bác uống thuốc hay phẫu thuật nên bác cần phải đi chụo MRI lại hoặc phải có kết quả MRI lần gần nhất để bác sĩ có thể tư vấn tốt nhất cho bác.
Hầu hết các thuốc điều trị trong thoát vị ít nhiều cũng gây ảnh hưởng đến các cơ quan khác trong cơ thể nên không thể lạm dụng được bác nhé.
Thân chào bác."
161,Chủ đề nổi bật,https://edoctor.io/hoi-dap/kinh-nguyet-khong-deu-co-phai-la-dau-hieu-canh-bao-suc-khoe-khong-on,,
162,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tiem-vaccine-mui-2-tre-hon-quy-dinh-co-gay-anh-huong-khong,"Em là Kiên, cho em hỏi nếu tiêm vaccine covid mũi 1 mà mũi 2 mình tiêm trễ so với quy định có dẫn đến hậu quả gì không ạ? nếu trễ thì mình được trễ bao lâu? vaccine có dần mất tác dụng không ạ?","Chào Kiên,
Hiện nay theo phân bổ từ Bộ y tế, có tổng cộng 4 loại vaccine covid đang được lưu hành để chủng ngừa cho người dân. Tùy mỗi loại vaccine mà có khoảng cách giữa 2 mũi khác nhau. Cụ thể, Bộ Y tế khuyến cáo thời gian tiêm vaccine COVID-19 của AstraZeneca mũi 1 cách mũi 2 từ 8-12 tuần; vaccine Pfizer, Sputnik V khoảng cách là 3 - 4 tuần; vaccine Moderna là 4 tuần; vaccine của Sinopharm là 3 - 4 tuần.
Theo khuyến cáo về tiêm chủng của Bộ y tế, tiêm trễ chưa ghi nhận hậu quả nghiêm trọng, nhưng sẽ khó đạt được miễn dịch tối đa, bạn tham khảo thêm bài viết từ Viện vệ sinh dịch tễ TW nhé!
https://suckhoedoisong.vn/vaccine-covid-19-tiem-mui-2-cham-co-lam-anh-huong-den-hieu-qua-cua-mien-dich-169210823103111692.htm"
163,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tai-thuong-xuyen-bi-u-nen-xu-ly-nhu-the-nao,"Chào bác sĩ ạ, tai cháu ù khoảng một tuần, đi khám tai, mũi, họng và chụp x quang mọi thứ đều bình thường. Cháu có uống thuốc như ảnh nhưng vẫn ù  và nghe kém. Giờ cháu nên uống loại thuốc nào ạ. Nó gây ảnh hưởng tới công việc của cháu rất nhiều. Cháu cảm ơn","Chào cháu!
Hiện tại cháu đã dùng hết thuốc chưa, nếu còn thì cháu uống tiếp tục nhé. Ngoài ra cháu dùng thêm Telfat 60 mg ngày 1v x 2 lần nhé.  Cháu bịt mũi thở mạnh hơi ra tai, khi nào thấy màng tang có tiếng bùng là được, ngày làm khoảng 10 lần.
Thân chào!"
164,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tai-nghe-yeu-thuong-xuyen-xuat-hien-tap-am-la-co-gay-nguy-hiem,"Chào bác sĩ ạ, cháu năm nay 19 tuổi. Đột nhiên buổi tối tai bị nghe âm thanh to hơn. Rồi khó nghe. Khi người khác nói chuyện hoặc khi mình nói chuyện nghe có tiếng sáo. Không phải là khi im lặng mới nghe được. Âm thanh nghe được như tiếng robot nói. Đôi khi là giảm thích lực. Cháu đi khám họ bảo rằng viêm tai trong nhưng uống thuốc không thấy đỡ ạ","Chào bạn
-Trường hợp của bạn có thể bị ảnh hưởng bỡi thần kinh hoặc tâm thần, những âm thanh bạn vừa nêu giống như ảo thanh. 
-Bạn nên đi khám ở Bệnh viện Tâm thần để được điều trị sớm (không phải bạn bị tâm thần nhưng bệnh viện Tâm thần sẽ điều trị tốt nhất về vấn đề ảo thanh của bạn).
Chúc bạn sức khỏe!"
165,Chủ đề nổi bật,https://edoctor.io/hoi-dap/sau-khi-an-xong-thi-bao-lau-moi-duoc-tap-the-duc,"Bác Sĩ cho em hỏi là buổi tối trước khi ăn cơm xong nên nghỉ ngơi bao nhiêu phút mới tập thể dục, tập thể dục xong nên nghỉ ngơi bao nhiêu phút sẽ giúp dễ ngủ hơn.","chào bạn, mỗi ngày bạn nên dành từ 30 phút để luyện tập thể dục, mức độ tập tuỳ theo khả năng của bạn. Bạn nên tập thể dục trước khi ăn, còn sau khi ăn thì không nên. 
Các vấn đề sâu hơn, các bước tăng dần bài tập, ăn uống như thế nào với mỗi mức độ đó là quá trình lâu dài. Bạn nên liên hệ với các trung tâm fitness sẽ có các chuyên da dinh dưỡng và PT sẽ cho bạn chế độ phù hợp với cơ thể bạn.
Thân mến."
166,Chủ đề nổi bật,https://edoctor.io/hoi-dap/tui-phinh-1-5mm-o-dong-mach-nao-truoc-co-the-phat-trien-them-khong,,
167,Chủ đề nổi bật,https://edoctor.io/hoi-dap/khi-dung-thuoc-dieu-tri-sinh-ly-thuong-cam-thay-chong-mat-buon-ngu-phai-lam-sao,"Chào bác sĩ, em năm nay 21 tuổi, em có điều trị sinh lý, em đã được bác sĩ kê thuốc uống được 4 tháng( có paroxetine) và bác sĩ chỉ định ngưng thuốc, lúc ngưng em cảm thấy lừ đừ, chóng mặt với nhức đầu nhẹ và buồn ngủ. Không biết tình trạng này có sao không ạ ?
Bác sĩ có nói nếu sau khi ngưng thuốc một thời gjan mà em vẫn còn xuất tinh sớm thì sẽ phẫu thuật ạ","Rất cảm ơn bạn đã gửi câu hỏi tới các bs. Thực sự phải thừa nhận rằng một câu hỏi không hay của một chủ đề cực kì hay. Câu hỏi không hay là bởi vì lúc ngừng thuốc bạn cảm thấy chóng mặt, nhức đầu nhẹ kèm buồn ngủ, có lẽ đấy là tác dụng khi ngừng thuốc đột ngột, đôi khi còn gặp nhưng triệu chứng tương tự khi mới dùng paroxetin. Còn chủ để cực hay là bởi vì xuất tinh sớm đã từ lâu là một phần của nam giới nói chung và của các bs chuyên khoa Nam Học nói riêng. Hầu như ở mọi hội nghị, hội thảo, khuyến cáo, cập nhật của chuyên ngành Nam Học luôn có chủ đề xuất tính sớm. Nói vậy để thấy tầm quan trong cũng như những vấn đề, khó khăn tồn tại, cả nhưng tiến bộ hàng ngày trong chẩn đoán và điều trị xuất tinh sớm. Nếu bạn đã và đang điều trị bởi một bs Nam Khoa chúng ta không cần bàn cãi, hãy tin tưởng và theo phác đồ của bs đó. Còn nếu chưa phải là một bs Nam Khoa thực sự, bs khuyên bạn hay tìm và khám một địa chỉ uy tín. Bởi như đã nói xuất tinh sớm quá hay nhưng có quá nhiều thứ cần bàn cãi. Hi vọng câu trả lời là thỏa đáng với bạn"
